user_id	item_id
132768062	74616988
52773867	309960662
105425039	303205878
26336466	206882715
62996058	402606647
80667412	156641612
18593700	223578741
75807090	9764225
61811929	39804932
88032948	167571595
93507320	277982051
16318328	352069295
55124730	255153142
13395714	227070335
131678325	123504815
43172946	46396414
119651687	19377699
95063790	210282132
99524420	159354698
139391700	167466851
47773032	173353411
5090986	64165224
85860679	365600099
35142794	318477485
56576367	207449114
11262422	230809647
141299980	331684471
122185692	3567533
7561271	56337537
140683143	86230403
67460566	18887184
94890083	197876349
126793848	286425503
100195094	295802361
135804362	203153956
19768466	371810080
139405991	259433282
95063790	271880426
46813004	314903844
62189117	391528720
45667235	93998083
103837655	57277948
119338206	123405281
118377202	167074648
19026203	121720360
34646687	24411184
62189117	156641612
31633955	315119130
6978763	307426669
124757478	259667885
50520653	164598583
96823152	228480877
116313257	348000231
37240545	10332193
55129810	50396451
1429584	72455794
88375597	11089311
137814650	81339323
41241342	62858944
9411962	129101089
74202334	265532507
16653860	266875006
36522944	202377294
6128225	355542977
68792992	72475613
2820178	382419193
90062993	198226349
140552379	108001216
1902227	29224817
70132610	106803580
44848025	108542105
122303091	379813009
50761857	317352403
141072605	130330178
96223406	19426428
138922714	395953239
34560595	399423262
130113402	120407828
135787027	270060049
74028965	189224903
126667948	236806356
118048197	337115691
29852767	359367067
128991213	18595149
53546909	321331464
5068751	112295567
119462166	333716075
49101801	254836176
53149355	196174910
60588979	374193945
104209610	358664065
21797367	212686229
80700721	190862129
117579292	57765558
7528965	152678011
88105920	248703407
126429112	97767953
116655791	303205878
19757477	226489307
85697208	32522
50505056	132152818
44373216	395809099
23632339	368195918
32299337	319526765
76704751	400385411
16452075	257977863
1902227	159753483
24017984	87144474
100732740	382234444
90066344	71480742
121787394	394427694
51297074	358664065
9093904	104604294
6128225	290500631
132716316	327663755
128870692	307439565
106666176	167170247
104310990	34595487
30038961	230562960
2468408	380657259
105067959	329012575
63885727	353656592
96550327	247835108
1480784	346442005
980881	390752204
77661004	210131130
122326012	196135465
5756800	362008225
91628790	303205878
13534233	8001245
22050334	87302747
120202787	205580751
21797367	307268357
126429112	227860944
19834912	254011390
87961194	39987312
16409506	187636726
16355592	210029843
24905917	279371925
114385263	182755122
72455715	242534710
129298981	308296384
4562247	217277046
120217011	374124398
106506389	345122907
98657438	273624863
97074118	316816595
123045326	80885278
55167973	119847114
41297805	35874939
81331726	229829564
18865798	101935702
54937984	1886834
46431902	7913236
51036872	340658714
86080764	91227460
10079053	1741884
33212020	85794087
114666885	346297095
141746301	18298636
67799785	223315929
115632499	297651551
4781470	117850055
78468589	188682010
69177458	143289466
13041001	385934899
125246672	349279486
43244755	246399760
103754390	396625063
35931164	299265242
36323841	227169013
5362744	169540009
87946333	85482082
9411962	287655884
97230857	294167986
14027541	14050236
90923374	265553864
139467463	308490000
16801459	380203028
109474858	6775551
129865949	2039039
70170540	358336585
111067692	81529608
141875813	132152818
131505501	77075490
95003059	152516026
120507700	95875607
101395224	94829901
52826989	69538034
3441466	329074848
116656783	97565113
64497154	123339153
13526900	181589969
81838009	105003168
103384346	253657232
78998130	18181984
81616626	402631929
4083671	386259792
141162890	56072299
110956359	268406480
126249589	56231043
132847040	305799510
105340623	313685383
17961400	133652313
138304175	70905982
39236496	316061120
111487752	72130863
48212528	391836718
45942132	142375514
109683293	321524642
43526675	75214510
16230053	179322514
111093154	377231631
124089554	156148189
125661931	169809056
81591916	4352202
87641313	283651380
37421296	15168762
106790594	103682650
99603723	150473818
114336049	270713492
29852767	341963120
73311884	353892706
20295192	335720391
38635952	123339153
83807834	300076409
107855619	198929165
64699754	22236700
139530589	30011542
122429487	222973173
59735930	252802364
127515030	105248074
36433214	97380757
116141615	153445274
6311058	236015926
100762276	382592933
110060863	287400908
102101536	358442312
58330201	392352591
83588030	295505022
126793848	281482334
52826989	74152614
104245340	362630077
4276626	300930741
106086951	249060634
4825155	258826379
3987683	207138529
109802930	285919980
112252295	192375677
486163	196032688
103330485	140772475
67643959	306691020
72890984	393941256
19428774	333028913
64093720	164890103
116141615	91248181
108597356	75681830
64615536	282676287
23160073	79464733
113293299	63275079
60747371	19746198
93808079	73159894
37240545	105895663
138732688	179575096
67546679	255322900
27707447	62504087
107781101	17204860
17725492	314903844
108342687	105857507
23773296	1046852
64479703	293151661
45955281	285084503
99345987	216562056
47782394	321708828
117947793	281074675
64615536	113621010
112901049	346021197
105658347	268587189
116114065	274473997
111946520	100332047
85356679	352882725
91309133	20781714
134408097	121885358
44522265	353656592
56979418	314657555
129225298	93494218
101454665	146555913
94372680	303205878
30371419	25018020
89966619	340994343
18228562	314868869
115373861	244596513
59735930	33107017
97787919	106640572
41509394	87271263
119854648	313630441
136184281	63965101
123918890	125554786
62673614	390258216
43360143	8519464
68493446	364985630
55668475	61349568
39761508	99847553
83046769	1718612
78868301	213676874
44776704	316465093
120931860	169992467
93386275	69484192
17725492	88196283
105885815	270889505
24372494	240034334
135789025	319247029
38109221	52801085
86268883	392671873
82587579	344996023
53340958	363517662
16452075	185999641
40581285	225988839
46393972	300909857
135695316	143149727
72957963	266753393
59735930	26968346
129971552	152019848
133287340	371810080
102031938	274320430
25926652	174264856
101419374	335961429
114336049	150418581
76700148	358143677
30529689	31238685
83112892	353455930
137473686	179868078
128898826	393842950
5785016	70840156
30194051	393769196
43397991	20880690
107855619	235486608
44829902	132152818
72481625	370520473
130442978	361531065
24129832	368625887
53139641	19040323
71117110	111061415
74070293	82144874
66365009	88346090
73295713	157559376
64519524	132105528
74583199	164744187
116656783	196129236
101593169	80966971
137155978	194251322
128053882	199049137
90966703	191621399
132334478	200919299
50475384	283896068
111946520	113663946
36240402	363867273
37111206	2039039
35633308	125666923
68308742	142890462
138988020	109328257
11585406	205015444
21773224	401652760
104571828	14932680
1009704	124039390
107781101	232696593
91897318	1156408
11382744	397670044
62189117	289418240
124494358	302664647
106223349	356773496
50763271	95875607
12109259	129491790
74162881	97014103
107188322	343698444
78007411	267877015
120931860	355371764
39413182	303019227
65351607	168386444
133915546	300043627
50964678	173036134
32938070	283808251
131203872	56508422
123045326	357600105
40083015	26290060
138891849	311234607
69619575	81761602
3049877	368690380
35147519	307439565
85751816	173446824
132615550	13942960
23128538	388227079
90472313	126684889
105460282	49496867
19336307	97538830
96389471	28700677
139570580	329948835
22743047	233106687
48530911	45322904
118957694	108644100
46442556	149689758
27764271	55915628
141660886	85429821
32054075	26927335
27340286	388936535
91265622	210922337
100025197	88663486
7991688	146243302
123136934	313269952
80870503	327895583
65762577	295409359
138041955	10699681
38550938	402475252
94813912	280348690
142312640	318484237
138424707	88057415
14311786	165101425
138127836	223240484
16129420	290102667
64984353	322839300
19938349	212989857
82493383	122500151
14031788	65151081
30124527	333028913
27527621	202166530
4987394	137842348
66683288	53033376
38086036	318518491
92677062	165101425
9404406	292219918
113290557	206470991
50738526	401861041
65120151	146210047
130488196	373997616
62654875	101223894
106506389	298332235
138361094	134072892
124724732	319740055
7340307	288495885
126567780	61692775
80706708	400722872
108759275	120854632
126204968	117940308
31262852	34319477
70221631	228641126
115825989	310083951
128189498	303205878
104343720	139646992
4541478	310121536
129042962	379091261
59639352	187475544
48626879	236791398
67859867	179307802
64607269	16285714
94746044	277994352
370389	354370213
131782828	209340990
90147632	35838976
125477838	43180884
63101666	315267553
60264779	346018720
105403728	223663331
46869726	283702493
96288185	14071793
46038214	122301401
31151018	148027596
11383958	181321847
68308742	311938605
69922504	170433384
54999740	212015497
82616341	92355002
14027541	324557242
68385955	354663519
138668695	162365355
72751602	131904115
125936487	143356663
58417763	112617920
130719531	373396713
138427312	333028913
68878230	270562198
50738526	306955836
59214455	125904491
114259517	388094170
80384958	48300759
39166802	147358654
28695673	184479258
15430042	268620750
94437598	183334120
119598363	310895340
69177458	38218347
42614253	202353897
105473805	364725405
139830922	137787943
69920359	62243539
130188709	122538348
86071348	245149884
65561148	386030512
661148	36351033
129118570	237690276
58258586	395082504
24653392	175677547
37111206	182186178
38162700	143693437
106790594	6248749
114305645	189362760
1367502	338187958
6965515	64254048
107483912	135451478
8915275	309493462
103336838	313891623
123045326	116730171
82354153	327501623
30768450	66677992
105516902	289343653
127330167	43037005
94835142	142834968
138144379	324061978
91219020	284852390
15430042	267818285
69446440	356300437
68285359	240149151
124224108	152455160
49846735	216934551
77912577	360405474
15571562	181142668
113452324	389878265
85738145	184526880
21992202	163146290
127753821	84286374
91520420	44679589
15691421	68496323
120316976	349460648
76011369	295872498
112496785	83883499
42778569	161591464
980881	282804241
56195856	149681750
21071267	22034974
83575197	19465959
118061452	245825208
119766542	252980932
25926652	353529808
72534743	169540009
18848574	227883275
110849963	27502916
129826122	166400776
85593818	140146227
136974311	394151579
69770369	88196283
101525795	164264092
22379069	209177420
87756062	287324073
51971298	88256906
24727826	165002020
38203489	34581672
140147238	385934899
70098638	8820743
76956605	270597864
40526630	38987437
12764970	71435849
123846462	286999891
21005567	95110842
22779646	183313945
95006203	220682629
70130908	291855008
138937055	191586370
80484342	339392989
10576831	158965081
50539419	174030772
57743879	233249611
38916170	176650809
108171530	184930961
59992645	227069870
68768380	372406579
52267701	321676788
66673569	317261585
131275607	370473869
110788067	2234793
142160045	193480397
127330167	2633438
120273790	249144126
134930275	136444548
25204806	263966865
128448079	120854632
75576391	67860805
5684971	29542877
105721047	152237032
129116506	310431817
53971200	116619053
89154539	4113389
70508234	388274312
125495455	187843198
31583243	319043545
4781470	164144259
38890748	133563524
27333323	118941946
133846061	17249601
125030188	131551142
111946520	364239600
123910917	368395592
70865594	279419230
65177570	47657245
1271943	80958083
84806510	283176701
132914494	239342258
28581050	117850055
93808079	136444548
132993927	175549598
136730642	309063912
29712803	21302370
128817480	148677903
980881	212049402
57817169	248504987
92328742	127141696
77869280	148377729
131951595	28811455
71853644	78676940
132914494	390634710
84960771	4373573
29730605	67633054
9976293	232041016
119186000	31504671
44884407	45198262
9634672	46129538
63708659	183313945
7711753	233217989
75409266	128607279
45934300	34206668
9250216	396690355
115729406	88201660
25837292	67560057
109890197	374018905
36840674	83213753
77836015	184367249
4741655	317606069
24958330	376281819
14561156	117560509
81685224	16473711
59179125	55102620
33721021	84011600
126549060	383065044
56273157	351532019
71719258	177464611
74511149	285408498
79275504	355737934
62228052	65333811
24616915	127633404
40660663	113531579
7833941	333638069
127014596	364914054
70430793	295496890
62130931	324397329
82691073	114366212
137209051	78801427
45546822	78038983
113881903	123270118
61016883	92431073
68037937	180894217
96820964	95846249
2883516	1247940
115391299	331204858
10150713	193703729
88475263	176334239
141465162	304003599
111241582	217809467
31348546	340190709
38915381	177730776
17265391	388366380
38048606	177912248
29090327	131904115
64609495	112020654
43954134	141446813
104601009	298780256
96542640	240635680
139391700	115588557
94791384	394004881
138424707	134011902
90223887	128847127
22894085	316555195
13341096	346083572
109975916	85464592
99761647	66526309
15403608	64879583
141072605	220449085
61933401	205326985
28323353	129705145
17725492	32244330
105721047	308191301
87631637	371810080
98657438	319022130
44629816	215588487
119325291	10627921
117223775	186741214
67954205	316070615
52906131	385934899
116656783	254319016
96708027	29097738
83112892	205368035
118309764	83023547
51152377	2039039
11262422	84469247
132615550	382489422
127515030	196282375
108020953	30853782
75495165	147734768
66426479	320683287
119409085	7589444
94907865	51995362
59242869	269163846
106022078	200288801
15957080	285408498
70151123	342613038
86364150	249035763
62799681	249592192
139391700	315703186
121975914	238678221
25571350	208394156
82926210	52250369
24314481	159090726
134472026	134854440
119186000	178497646
81584238	142015520
55998818	194497461
138424707	352017021
66832955	125666923
47296313	209219223
47544374	213324696
130476312	373866750
69177458	356862387
114702853	369918126
24905917	159465412
106537459	374635077
57859636	167631238
82301647	66731407
126667148	330378086
115391299	24559048
25235185	326861458
57400456	65482073
53284966	226907494
44310159	391048296
86408828	350256587
5776450	299274451
137430827	273017554
4873993	49718239
85947525	107026581
482209	247311015
126622512	106390217
112896159	339984724
112625375	48205541
35479290	275396189
48209277	11519649
42334747	358442312
30561628	268698665
49936019	368060624
90622514	91823683
116655791	176515225
10350173	363103977
89204521	228892922
78235278	21573829
55652083	54877372
69468423	398747947
29174771	364600886
139900179	158297408
62755374	316464079
87755189	197565187
3238237	125666923
58340721	190613294
40913170	157447177
67902070	351358199
122311497	142788914
54126507	369569155
60294844	145235722
60747371	346517318
853408	144615350
122666439	334493316
91296346	144759758
12864784	334526763
74080967	386992271
67799785	164197889
5362744	153490577
39260028	123667787
85697208	18245408
39187885	265087281
116963124	315119130
1917149	319583939
72149488	228612902
89467250	127676643
56152135	218485160
62401710	135069422
70827531	310053063
25812491	88824153
80933989	290386062
58597235	66240148
20962018	166385385
102953382	394448742
8249645	63682610
57160770	46480880
37554925	65169987
73263597	144353269
109176422	95420279
54627077	111968509
6301818	66817154
48030297	106287490
125477838	160312001
30296563	369918126
45864264	120880976
128405137	40374628
53521250	97544480
94661884	324001147
105460282	270836859
59582129	308970424
113325276	40411828
131559780	119796107
45942132	81286222
90062993	332503641
102647598	148233929
139570580	295938643
98233295	252840132
116656783	355366146
12238240	117547812
11262422	32958721
88728574	3553987
95860076	261943461
61959217	385466119
36322817	38967647
104310990	389894265
88475263	105631310
10461873	165390642
49678049	69230643
28536762	378575499
69570952	65755351
138317049	385934899
15148687	375516597
138627235	266875006
6227749	122057227
74028965	80029319
78235278	78508759
2757697	111943390
50689114	305590507
139474284	24302562
38290499	282264307
62971344	368654893
85052609	374659013
120538648	64979385
109810504	267925529
76704351	37904335
128991213	210825839
64732942	330626743
94647958	291855008
108691826	90879080
98657438	42496057
81140414	289637896
36201839	349959974
119766542	244970237
130803486	272568005
37628643	346349401
15287658	112076106
39452988	271531817
101070722	154064415
33544586	69613397
36536757	269489824
9535400	265940809
114387133	7284543
108020953	374352744
4781470	177564432
68477277	82405591
55641799	339646049
61142850	357344289
71019280	120294562
2616878	68411921
124098007	282596114
11949601	135810300
115347453	187620802
93811447	233479743
8110713	224448128
27766708	115213613
66310281	92541542
54767793	13534655
10937532	43641772
128189498	238678221
91957168	279899759
90409272	2432119
141142740	305799510
33634279	368278870
105721047	385467602
77655817	148580250
138427312	18465910
58160688	315583107
65835189	383462928
27428289	85522929
79982463	79871520
51142348	258143472
38660538	71796857
67070256	261446603
45219357	56757
88692518	240072444
42516733	4504295
56576367	397670044
64416209	54960667
53315730	113813821
141791709	16285714
110746935	231539764
84935117	404069804
29610299	73187509
122555100	338490881
81434029	339842163
39835135	332036115
70658768	315119130
2720147	348503320
122014271	86949452
34097867	92564306
72809892	263451639
107981801	110029436
127296084	217839179
7905990	2416521
100694326	166185674
11262422	235195955
90212881	303985002
43745959	106803580
135003473	3127784
25204806	262063296
9496320	185977172
116134938	2891049
94659219	155782171
69495341	310622613
69195255	160424301
50557015	280690643
72219079	165101425
100387705	212481575
60264415	391170420
79944577	3769623
28458065	162465894
136524704	330926896
89734021	324673293
47925361	216562056
57817053	397522137
24269546	116231894
131165528	375237022
28462991	71985415
116550190	332162042
139164309	55102620
12333352	120889107
4787109	348575944
60747371	295844628
134707312	325226163
24816203	242377729
114324625	113790448
6846990	140706993
54574235	271595022
8511579	343425281
106305212	329658983
39960966	348512863
81457968	300991619
2767847	402470095
30934219	171411926
93357660	250122394
16319021	90218528
103548905	294167986
25820441	6975016
17953137	71985415
35647221	244923471
65946432	385271371
132619510	299851899
92677062	174327141
71658357	188280995
111806373	280481134
23184133	104202558
57169077	320741553
79757247	114008085
55920113	314960627
53498743	161701447
100577480	374077149
131340323	364599518
31262852	218079763
11024626	14825753
112625375	98428511
132718088	206244892
34097867	113717830
2274758	389965378
28574051	293619523
126820183	134854440
97130291	188843634
134266199	80233719
69764932	322960632
129575933	392944238
141593297	310589979
51360329	97005690
71048558	99180213
102871931	291400460
64511841	396439431
70909612	333028913
44819077	16622535
119992125	51286508
89324674	377931443
100270565	211878791
97215215	213797245
172188	331156207
23791785	125668725
135061901	332351502
92715299	143339862
32265002	343286172
130002449	67692129
71554587	5862547
19984971	112194185
133132830	187714989
136512716	34505036
18959042	286297354
136061632	232030559
22210016	164536296
88725677	64679397
30268534	170886384
17069636	358295993
21770787	185037813
101655369	277192267
59674236	175114672
116906116	373902662
87139337	306807231
16430340	185453224
22630560	369644424
111268712	123551928
108767593	355434012
92869724	289398867
100931045	292758383
34521492	300339953
14439286	202334778
107554381	385934899
130673166	314903844
112961373	197489806
75261453	352369523
134882002	14163926
4821151	328488636
138563573	125509498
115391299	192937202
20447425	62743992
80394349	311377654
102251193	358825530
128375971	97398123
40904086	280689030
22608017	77295557
71719258	224751980
138578404	259667885
71194046	103346221
50505056	78900191
97958500	374214353
79022127	282167899
115273569	211775133
129921371	385934899
70475011	267499413
130002449	369918126
40114222	108222888
108621380	343385499
128448079	168489335
78358518	248145437
45996843	2039039
137628513	129327554
139153042	309906509
45217883	91944646
130002449	224049950
78252932	147599246
36401093	132332832
62228094	371070614
107397277	238323280
50072958	112501186
115472426	134411746
138040138	58241270
52086477	125666923
98110873	183013514
33458922	165024148
29497059	284863030
35846931	113431582
66576378	69432636
106937011	345411809
14856363	353381230
70002942	193856834
19945186	278278394
7178906	369383712
26782553	54780313
141052731	183818391
19945186	378308562
133369160	68221811
9996155	94788303
86644007	201014813
42185827	24874327
116141615	325049852
4781470	55923218
60990291	1273828
59735930	103699788
32213169	270664611
134092923	78123975
36821273	118875017
28581050	165101425
15961678	195895922
32213169	382240860
46468339	165093674
94384547	340389488
84960771	31111726
135199955	368604628
28388765	210949723
105885815	194370687
68089090	320525658
142267675	136931663
24533978	315119130
99812094	354749668
98452437	65345056
48564827	186411944
23404176	56913325
20524698	314946168
3057294	329426729
79392084	85794087
50761857	350808723
9961569	101589611
7761650	16197250
22097007	164598583
110583570	351113305
76688466	375568020
117076859	113389698
87309592	118835036
103444546	316867008
142137426	37924
96820964	165794971
65025616	217058940
132651783	243681972
90062993	390377903
89428086	69753444
118839425	164438335
34850010	190939998
126506435	37134176
127551287	74367584
62654875	179558727
106546644	100044374
57169077	120030379
93507320	15371746
45056942	356773496
22014225	178098472
55921204	79809929
116516273	161886872
755614	111869506
119801792	368552625
42319195	390796103
37672787	235376506
131994240	54623925
17007080	278879989
100073680	235400074
66935395	362473187
94085756	78259958
102331330	233074156
29187059	164252020
130773017	224952281
125967585	179792554
140302740	81201261
11757257	337645747
44690059	280439287
54752887	163815765
2588850	183372623
47006405	295557431
59278185	119930041
90122620	35451609
127551287	397645798
103740694	315119130
44247443	103311711
53670682	254429075
32495751	133901340
2306135	27531727
100410449	106277487
37111206	161591464
82301647	197648168
141789082	123949256
87246631	375870940
44561050	126600093
15404111	17504548
11934406	361218874
61179471	36605954
16352653	184518665
127965731	225283272
17301259	57944339
106992765	163620926
52710854	383697912
45764215	321919042
44499424	388998815
104032553	271055901
101808570	158375352
44695665	80877800
14740838	85794087
84073758	61214192
112358818	328488636
4674221	136810084
137610561	296691641
93125487	358789339
106206038	298601804
93042320	386068909
92984080	124170425
36144987	16322108
110659109	269407247
117069364	166919358
91157292	193222203
29648662	330364634
113339466	2440967
76011369	164056933
17007080	48608288
50539419	394980754
100410022	116618448
16308903	71606753
24913867	13457242
106654235	108780412
5471193	164666227
77190576	106803580
68308742	75503540
59735930	386052773
104819574	199323903
128053882	247846971
8605884	256183722
102723343	17683477
41748080	324663495
110788886	288106867
75272914	34223154
46442556	149297265
78225906	270715680
48296729	48319170
84997918	399672601
33533907	360987518
28948171	265400515
128320449	180649035
59577106	47898207
36642222	222396605
133966075	126902916
2237195	297159146
59326790	335309109
42294095	93028855
3924033	229869229
20315340	249086010
127426325	349321978
6504653	79227922
118747485	10020047
75258245	142942726
49178380	316178174
119290613	349581946
64900344	400519229
13406104	292243173
139681620	156641612
133254195	106925858
136479375	273577760
140434612	183230717
48345226	134519079
113325276	196800161
44772700	117464280
9103443	83288278
8024632	57436885
83946557	43346363
251720	312824897
87189766	2432119
75640053	366354815
66631931	206865902
27616909	266812078
66422436	252896602
42185827	299875619
49101801	29138098
1847994	198292381
96048112	143822604
133254195	403867251
18245913	38633262
24371604	45682016
91068605	258126510
61416923	240415754
77421449	247333930
2274758	73598874
142098735	261436357
10384747	366349043
127442217	277975897
17725492	95734368
131559780	371246765
114336049	315761580
86445393	330688951
118829583	284555480
26423512	258866908
114499905	308877297
66096477	54633682
79808541	79541459
132643258	17698168
98657438	229765583
133854282	78994855
108905388	76456415
21681030	274604839
76009609	65649475
92594091	362472717
113804074	269976923
47174252	201398148
11667309	340387036
18672953	88147450
10411965	212519696
109620786	17752417
73586875	26164722
91676232	385136950
52486517	186550116
128565549	292138313
73845698	286660335
94597771	301980661
29207276	352599538
84361280	71796857
91341581	368265012
6551011	362032154
129575933	31016266
95209148	270646708
19245703	158382923
849688	61535141
114324424	74568007
56159653	112029869
126526344	315655872
43526675	232180223
82566879	384063337
29525657	88308347
138156929	135069422
123404044	94810393
95006203	366710407
90062993	374272283
94003241	622520
19741561	250289765
100505748	218221348
48793060	72677612
1480784	145598441
29682054	164657210
107991481	21410603
65381288	88712522
88185946	354971066
15492136	271366333
94797304	379683482
78693523	95875607
130449889	210433566
139057748	163611893
109179391	138111309
70179675	203477170
29187059	342682381
64639508	388936535
116526342	141986529
132479870	358697840
65934408	32642119
31749365	340754383
55193702	346829377
52760385	262375627
1335587	89746771
8757879	285506388
70615578	2039039
59167167	64344663
118543830	276301885
103284687	283975173
81616626	266159949
132780593	259013587
118222752	187878541
43387746	104054141
127535216	213012452
41846856	70817299
15152486	382927414
73586875	376278064
19005491	171297748
89082530	333580627
4449334	182789095
80484342	240368477
7538045	300536682
109034198	65882847
100788845	292147256
2276495	1046852
110665952	297367211
27964433	66138545
24913867	148177808
121714944	343072184
29525657	398528490
81562928	341631055
53426574	134528865
138870068	82763525
116550190	274296282
125294586	112122506
77964302	303205878
53551000	364521052
69834335	376853927
131563602	165430502
48025520	225753512
124025126	355758420
95238100	17135050
41031281	15774744
108612099	309120879
11470907	311674876
59616700	266240125
93832485	288911181
124541179	213928274
122671927	83993373
97444376	388536578
14112407	170080980
59687107	143693437
25328586	94829901
68037937	235702860
1484776	70385038
57009116	229136545
50539419	158001392
44695665	235431660
128574090	113355789
115516121	104604294
35326890	249691289
29525657	8055128
2808196	311373856
65381288	397808307
5577312	40374628
118149222	224523986
69199113	27480137
52825700	292511422
14541373	220307318
23381436	350406470
61178913	55890578
99789687	377958748
128082703	33119029
91344705	122165458
91217707	333658819
55877822	381275909
140170238	113914279
82177508	214786470
64570583	297917059
22383693	32240129
111149186	343489180
122129307	13239047
73362176	246326873
50072958	294892980
22744332	290999637
120059201	400603540
98522771	204445874
20179338	2348018
61181549	259937828
141363270	18217037
135366378	44617987
85055521	246686559
137959760	291604241
27188107	209450051
56858133	12104287
46970770	362592092
66106753	299274451
36642222	216406297
87174585	204764748
81188279	256506746
142288588	403949464
103780224	220359325
23750809	117850055
35081471	382592933
118747485	34859595
65266026	104202558
40900826	50228869
5993304	209554971
125724548	104366846
79757247	185371261
33843864	196716115
74528998	184554955
25571350	157501573
3441466	222232797
980881	141224657
109160612	209383873
40529141	71985415
67045253	324396806
52906131	249543707
36401093	114931322
98887122	187947666
101196362	120755640
133921391	1109344
116067421	301582990
80606897	342894747
64862140	365367987
30150589	207689491
132644959	293779739
38595111	122171877
64479703	299762474
119992125	388122730
25042442	211508556
118518729	300930741
110454628	293367052
129724334	356573940
12232284	314089541
85612712	362528825
50761857	396898100
62758961	218820190
17048049	312837956
115205897	241471585
128262625	179088352
118983426	212812729
60333068	106803580
13291021	20525038
136287189	231151969
